Input Data,

,
Material Data,

,
matID,Soft PE80
density,938
eDyn0degC,2.62
dEdyndT,-0.037
creepModulus,0.3
poisson,0.38

,
Pipe Data,

,
pipeID,250mm_SDR11
diameter,250
sdr,11
notchDepth,0
diameterCreepRatio,1

,
Test Setup Data,

,
fullScale,2
tempDegC,0
p0bar,5
isBackfilled,2
backfillDepth,100
backfillDensity,2200
solidInsidePipe,0.25
waterInsidePipe,0.25

,
Program Control Data,

,
outflowModelOn,0
lambda,3
solutionmethod,2
numberOfSpeedValues,50
elementsInL,10
aDotc0,0.5

,
Log number,aDotc0,Irwin Corten Force,diameterRes0,residualCrackClosure,densityratio,zetaclosure,nodeAtClosure,outflowLength,p1bar,v0,vStarRes,factor,aDotCLfactor,aDotcClfactor_backfilled,maxIterations,iterations,m[0],m[1],alpha[0],alpha[1],error,notConverged,pStarUnchoke,xUnch,pHalfStar,pStar,tStar,tStarUnchoke,simpsonIntegral,unchoked,tStarOutflow2

,
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0.02,0.689812,250,0,12.589,2,20,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,0.02,0.689812,250,0,12.589,2,20,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,0,6.60879,6.60998,0.838365,0.812568,0,1,0,0,0,0,0,0,0,0,0
7,0.02,0.689812,250,0,12.589,2,23,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,1,6.60879,6.60998,0.838365,0.812568,0.196326,1,0,0,0,0,0,0,0,0,0
8,0.02,0.689812,250,0,12.589,2,24,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,2,6.60879,6.60998,0.838365,0.812568,0.171341,1,0,0,0,0,0,0,0,0,0
9,0.02,0.689812,250,0,12.589,2,25,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,3,6.60879,6.60998,0.838365,0.812568,0.147753,1,0,0,0,0,0,0,0,0,0
10,0.02,0.689812,250,0,12.589,2,26,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,4,6.60879,6.60998,0.838365,0.812568,0.125645,1,0,0,0,0,0,0,0,0,0
11,0.02,0.689812,250,0,12.589,2,27,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,5,6.60879,6.60998,0.838365,0.812568,0.1051,1,0,0,0,0,0,0,0,0,0
12,0.02,0.689812,250,0,12.589,2,28,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,6,6.60879,6.60998,0.838365,0.812568,0.086198,1,0,0,0,0,0,0,0,0,0
13,0.02,0.689812,250,0,12.589,2,29,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,7,6.60879,6.60998,0.838365,0.812568,0.0689968,1,0,0,0,0,0,0,0,0,0
14,0.02,0.689812,250,0,12.589,2,30,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,8,6.60879,6.60998,0.838365,0.812568,0.0535296,1,0,0,0,0,0,0,0,0,0
15,0.02,0.689812,250,0,12.589,2,31,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,9,6.60879,6.60998,0.838365,0.812568,0.0398003,1,0,0,0,0,0,0,0,0,0
16,0.02,0.689812,250,0,12.589,2,32,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,10,6.60879,6.60998,0.838365,0.812568,0.0277826,1,0,0,0,0,0,0,0,0,0
17,0.02,0.689812,250,0,12.589,2,33,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,11,6.60879,6.60998,0.838365,0.812568,0.0174222,1,0,0,0,0,0,0,0,0,0
18,0.02,0.689812,250,0,12.589,2,34,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,11,6.60879,6.60998,0.838365,0.812568,0.0086403,1,0,0,0,0,0,0,0,0,0
19,0.02,0.689812,250,0,12.589,2,34,3,0.721942,0.175565,0,1.33413,1.00002,1.0002,50,12,6.60879,6.60998,0.838365,0.812568,0.0086403,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.04,0.689812,250,0,12.589,2,20,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,12,6.60879,6.60998,0.838365,0.812568,0.0086403,0,0,0,0,0,0,0,0,0,0
5,0.04,0.689812,250,0,12.589,2,20,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,0,6.6049,6.60967,0.917413,0.819324,0,1,0,0,0,0,0,0,0,0,0
6,0.04,0.689812,250,0,12.589,2,23,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,1,6.6049,6.60967,0.917413,0.819324,0.196516,1,0,0,0,0,0,0,0,0,0
7,0.04,0.689812,250,0,12.589,2,24,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,2,6.6049,6.60967,0.917413,0.819324,0.171498,1,0,0,0,0,0,0,0,0,0
8,0.04,0.689812,250,0,12.589,2,25,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,3,6.6049,6.60967,0.917413,0.819324,0.147876,1,0,0,0,0,0,0,0,0,0
9,0.04,0.689812,250,0,12.589,2,26,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,4,6.6049,6.60967,0.917413,0.819324,0.125732,1,0,0,0,0,0,0,0,0,0
10,0.04,0.689812,250,0,12.589,2,27,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,5,6.6049,6.60967,0.917413,0.819324,0.105151,1,0,0,0,0,0,0,0,0,0
11,0.04,0.689812,250,0,12.589,2,28,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,6,6.6049,6.60967,0.917413,0.819324,0.0862146,1,0,0,0,0,0,0,0,0,0
12,0.04,0.689812,250,0,12.589,2,29,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,7,6.6049,6.60967,0.917413,0.819324,0.0689806,1,0,0,0,0,0,0,0,0,0
13,0.04,0.689812,250,0,12.589,2,30,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,8,6.6049,6.60967,0.917413,0.819324,0.0534833,1,0,0,0,0,0,0,0,0,0
14,0.04,0.689812,250,0,12.589,2,31,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,9,6.6049,6.60967,0.917413,0.819324,0.0397272,1,0,0,0,0,0,0,0,0,0
15,0.04,0.689812,250,0,12.589,2,32,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,10,6.6049,6.60967,0.917413,0.819324,0.0276864,1,0,0,0,0,0,0,0,0,0
16,0.04,0.689812,250,0,12.589,2,33,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,11,6.6049,6.60967,0.917413,0.819324,0.017307,1,0,0,0,0,0,0,0,0,0
17,0.04,0.689812,250,0,12.589,2,34,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,11,6.6049,6.60967,0.917413,0.819324,0.0085101,1,0,0,0,0,0,0,0,0,0
18,0.04,0.689812,250,0,12.589,2,34,3,0.770542,0.187384,0,2.49997,1.00006,1.00079,50,12,6.6049,6.60967,0.917413,0.819324,0.0085101,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.06,0.689812,250,0,12.589,2,20,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,12,6.6049,6.60967,0.917413,0.819324,0.0085101,0,0,0,0,0,0,0,0,0,0
5,0.06,0.689812,250,0,12.589,2,20,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,0,6.59843,6.60916,1.03584,0.830461,0,1,0,0,0,0,0,0,0,0,0
6,0.06,0.689812,250,0,12.589,2,23,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,1,6.59843,6.60916,1.03584,0.830461,0.196834,1,0,0,0,0,0,0,0,0,0
7,0.06,0.689812,250,0,12.589,2,24,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,2,6.59843,6.60916,1.03584,0.830461,0.171762,1,0,0,0,0,0,0,0,0,0
8,0.06,0.689812,250,0,12.589,2,25,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,3,6.59843,6.60916,1.03584,0.830461,0.148082,1,0,0,0,0,0,0,0,0,0
9,0.06,0.689812,250,0,12.589,2,26,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,4,6.59843,6.60916,1.03584,0.830461,0.125878,1,0,0,0,0,0,0,0,0,0
10,0.06,0.689812,250,0,12.589,2,27,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,5,6.59843,6.60916,1.03584,0.830461,0.105238,1,0,0,0,0,0,0,0,0,0
11,0.06,0.689812,250,0,12.589,2,28,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,6,6.59843,6.60916,1.03584,0.830461,0.0862427,1,0,0,0,0,0,0,0,0,0
12,0.06,0.689812,250,0,12.589,2,29,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,7,6.59843,6.60916,1.03584,0.830461,0.0689537,1,0,0,0,0,0,0,0,0,0
13,0.06,0.689812,250,0,12.589,2,30,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,8,6.59843,6.60916,1.03584,0.830461,0.053406,1,0,0,0,0,0,0,0,0,0
14,0.06,0.689812,250,0,12.589,2,31,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,9,6.59843,6.60916,1.03584,0.830461,0.0396049,1,0,0,0,0,0,0,0,0,0
15,0.06,0.689812,250,0,12.589,2,32,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,10,6.59843,6.60916,1.03584,0.830461,0.0275254,1,0,0,0,0,0,0,0,0,0
16,0.06,0.689812,250,0,12.589,2,33,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,11,6.59843,6.60916,1.03584,0.830461,0.017114,1,0,0,0,0,0,0,0,0,0
17,0.06,0.689812,250,0,12.589,2,34,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,11,6.59843,6.60916,1.03584,0.830461,0.00829196,1,0,0,0,0,0,0,0,0,0
18,0.06,0.689812,250,0,12.589,2,34,3,0.820313,0.199488,0,3.52243,1.00014,1.00177,50,12,6.59843,6.60916,1.03584,0.830461,0.00829196,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.08,0.689812,250,0,12.589,2,20,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,12,6.59843,6.60916,1.03584,0.830461,0.00829196,0,0,0,0,0,0,0,0,0,0
5,0.08,0.689812,250,0,12.589,2,20,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,0,6.58939,6.60844,1.18187,0.845808,0,1,0,0,0,0,0,0,0,0,0
6,0.08,0.689812,250,0,12.589,2,23,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,1,6.58939,6.60844,1.18187,0.845808,0.197284,1,0,0,0,0,0,0,0,0,0
7,0.08,0.689812,250,0,12.589,2,24,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,2,6.58939,6.60844,1.18187,0.845808,0.172136,1,0,0,0,0,0,0,0,0,0
8,0.08,0.689812,250,0,12.589,2,25,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,3,6.58939,6.60844,1.18187,0.845808,0.148374,1,0,0,0,0,0,0,0,0,0
9,0.08,0.689812,250,0,12.589,2,26,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,4,6.58939,6.60844,1.18187,0.845808,0.126085,1,0,0,0,0,0,0,0,0,0
10,0.08,0.689812,250,0,12.589,2,27,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,5,6.58939,6.60844,1.18187,0.845808,0.10536,1,0,0,0,0,0,0,0,0,0
11,0.08,0.689812,250,0,12.589,2,28,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,6,6.58939,6.60844,1.18187,0.845808,0.0862831,1,0,0,0,0,0,0,0,0,0
12,0.08,0.689812,250,0,12.589,2,29,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,7,6.58939,6.60844,1.18187,0.845808,0.0689164,1,0,0,0,0,0,0,0,0,0
13,0.08,0.689812,250,0,12.589,2,30,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,8,6.58939,6.60844,1.18187,0.845808,0.0532973,1,0,0,0,0,0,0,0,0,0
14,0.08,0.689812,250,0,12.589,2,31,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,9,6.58939,6.60844,1.18187,0.845808,0.0394327,1,0,0,0,0,0,0,0,0,0
15,0.08,0.689812,250,0,12.589,2,32,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,10,6.58939,6.60844,1.18187,0.845808,0.0272985,1,0,0,0,0,0,0,0,0,0
16,0.08,0.689812,250,0,12.589,2,33,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,11,6.58939,6.60844,1.18187,0.845808,0.0168418,1,0,0,0,0,0,0,0,0,0
17,0.08,0.689812,250,0,12.589,2,34,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,11,6.58939,6.60844,1.18187,0.845808,0.00798414,1,0,0,0,0,0,0,0,0,0
18,0.08,0.689812,250,0,12.589,2,34,3,0.871279,0.211882,0,4.42184,1.00025,1.00314,50,12,6.58939,6.60844,1.18187,0.845808,0.00798414,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.1,0.689812,250,0,12.589,2,20,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,12,6.58939,6.60844,1.18187,0.845808,0.00798414,0,0,0,0,0,0,0,0,0,0
5,0.1,0.689812,250,0,12.589,2,20,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,0,6.5778,6.60751,1.34655,0.865139,0,1,0,0,0,0,0,0,0,0,0
6,0.1,0.689812,250,0,12.589,2,23,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,1,6.5778,6.60751,1.34655,0.865139,0.197871,1,0,0,0,0,0,0,0,0,0
7,0.1,0.689812,250,0,12.589,2,24,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,2,6.5778,6.60751,1.34655,0.865139,0.172622,1,0,0,0,0,0,0,0,0,0
8,0.1,0.689812,250,0,12.589,2,25,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,3,6.5778,6.60751,1.34655,0.865139,0.148754,1,0,0,0,0,0,0,0,0,0
9,0.1,0.689812,250,0,12.589,2,26,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,4,6.5778,6.60751,1.34655,0.865139,0.126356,1,0,0,0,0,0,0,0,0,0
10,0.1,0.689812,250,0,12.589,2,27,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,5,6.5778,6.60751,1.34655,0.865139,0.105521,1,0,0,0,0,0,0,0,0,0
11,0.1,0.689812,250,0,12.589,2,28,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,6,6.5778,6.60751,1.34655,0.865139,0.0863369,1,0,0,0,0,0,0,0,0,0
12,0.1,0.689812,250,0,12.589,2,29,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,7,6.5778,6.60751,1.34655,0.865139,0.068869,1,0,0,0,0,0,0,0,0,0
13,0.1,0.689812,250,0,12.589,2,30,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,8,6.5778,6.60751,1.34655,0.865139,0.053157,1,0,0,0,0,0,0,0,0,0
14,0.1,0.689812,250,0,12.589,2,31,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,9,6.5778,6.60751,1.34655,0.865139,0.0392095,1,0,0,0,0,0,0,0,0,0
15,0.1,0.689812,250,0,12.589,2,32,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,10,6.5778,6.60751,1.34655,0.865139,0.027004,1,0,0,0,0,0,0,0,0,0
16,0.1,0.689812,250,0,12.589,2,33,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,11,6.5778,6.60751,1.34655,0.865139,0.0164882,1,0,0,0,0,0,0,0,0,0
17,0.1,0.689812,250,0,12.589,2,34,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,11,6.5778,6.60751,1.34655,0.865139,0.00758416,1,0,0,0,0,0,0,0,0,0
18,0.1,0.689812,250,0,12.589,2,34,3,0.923463,0.224572,0,5.21496,1.00039,1.00491,50,12,6.5778,6.60751,1.34655,0.865139,0.00758416,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.12,0.689812,250,0,12.589,2,20,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,12,6.5778,6.60751,1.34655,0.865139,0.00758416,0,0,0,0,0,0,0,0,0,0
5,0.12,0.689812,250,0,12.589,2,20,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,0,6.5637,6.60638,1.52385,0.888195,0,1,0,0,0,0,0,0,0,0,0
6,0.12,0.689812,250,0,12.589,2,23,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,1,6.5637,6.60638,1.52385,0.888195,0.198599,1,0,0,0,0,0,0,0,0,0
7,0.12,0.689812,250,0,12.589,2,24,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,2,6.5637,6.60638,1.52385,0.888195,0.173227,1,0,0,0,0,0,0,0,0,0
8,0.12,0.689812,250,0,12.589,2,25,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,3,6.5637,6.60638,1.52385,0.888195,0.149228,1,0,0,0,0,0,0,0,0,0
9,0.12,0.689812,250,0,12.589,2,26,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,4,6.5637,6.60638,1.52385,0.888195,0.126693,1,0,0,0,0,0,0,0,0,0
10,0.12,0.689812,250,0,12.589,2,27,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,5,6.5637,6.60638,1.52385,0.888195,0.105723,1,0,0,0,0,0,0,0,0,0
11,0.12,0.689812,250,0,12.589,2,28,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,6,6.5637,6.60638,1.52385,0.888195,0.0864055,1,0,0,0,0,0,0,0,0,0
12,0.12,0.689812,250,0,12.589,2,29,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,7,6.5637,6.60638,1.52385,0.888195,0.068812,1,0,0,0,0,0,0,0,0,0
13,0.12,0.689812,250,0,12.589,2,30,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,8,6.5637,6.60638,1.52385,0.888195,0.0529845,1,0,0,0,0,0,0,0,0,0
14,0.12,0.689812,250,0,12.589,2,31,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,9,6.5637,6.60638,1.52385,0.888195,0.0389341,1,0,0,0,0,0,0,0,0,0
15,0.12,0.689812,250,0,12.589,2,32,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,10,6.5637,6.60638,1.52385,0.888195,0.0266399,1,0,0,0,0,0,0,0,0,0
16,0.12,0.689812,250,0,12.589,2,33,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,11,6.5637,6.60638,1.52385,0.888195,0.0160506,1,0,0,0,0,0,0,0,0,0
17,0.12,0.689812,250,0,12.589,2,34,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,11,6.5637,6.60638,1.52385,0.888195,0.00708872,1,0,0,0,0,0,0,0,0,0
18,0.12,0.689812,250,0,12.589,2,34,3,0.976889,0.237565,0,5.91571,1.00056,1.00707,50,12,6.5637,6.60638,1.52385,0.888195,0.00708872,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.14,0.689812,250,0,12.589,2,20,3,1.03158,0.250865,0,6.53574,1.00076,1.00962,50,12,6.5637,6.60638,1.52385,0.888195,0.00708872,0,0,0,0,0,0,0,0,0,0
5,0.14,0.689812,250,0,12.589,2,20,3,1.03158,0.250865,0,6.53574,1.00076,1.00962,50,0,6.5471,6.60504,1.70985,0.914694,0,1,0,0,0,0,0,0,0,0,0
6,0.14,0.689812,250,0,12.589,2,23,3,1.03158,0.250865,0,6.53574,1.00076,1.00962,50,1,6.5471,6.60504,1.70985,0.914694,0.199477,1,0,0,0,0,0,0,0,0,0
7,0.14,0.689812,250,0,12.589,2,24,3,1.03158,0.250865,0,6.53574,1.00076,1.00962,50,2,6.5471,6.60504,1.70985,0.914694,0.173957,1,0,0,0,0,0,0,0,0,0
8,0.14,0.689812,250,0,12.589,2,25,3,1.03158,0.250865,0,6.53574,1.00076,1.00962,50,3,6.5471,6.60504,1.70985,0.914694,0.1498,1,0,0,0,0,0,0,0,0,0
9,0.14,0.689812,250,0,12.589,2,26,3,1.03158,0.250865,0,6.53574,1.00076,1.00962,50,4,6.5471,6.60504,1.70985,0.914694,0.127102,1,0,0,0,0,0,0,0,0,0
